"text","len","x0","y0","x1","y1","num_lines","is_article"
"1","1","0.119047299068","0.31264103766525","0.12908902761072","0.32684146765017","1","0"
"Introduction","12","0.14917248469617","0.31264103766525","0.25816540629893","0.32684146765017","1","0"
"There is a growing interest in systems that com-
bine the implicit knowledge found in large pre-
trained language models (PLMs) with external
knowledge. The majority of these systems use
knowledge graphs (KG) like ConceptNet (Speer
et al., 2017) or Freebase (Bollacker et al., 2008)
and either inject information from the graph di-
rectly into the PLM (Peters et al., 2019; Chang
et al., 2020; Wang et al., 2020; Lauscher et al.,
2020; Kaur et al., 2022) or perform some type of
joint reasoning between the PLM and the graph,
for example by using a graph neural network on","572","0.11847949522574","0.10834863747045","0.48876206858331","0.29833913504139","12","1"
"1https://github.com/SondreWold/graph_impact","43","0.14030298550588","0.082321736093789","0.46247522157789","0.094265804796351","1","0"
"the graph and later intertwining the produced repre-
sentations (Sun et al., 2022; Yasunaga et al., 2021;
Zhang et al., 2022; Yasunaga et al., 2022). Beyond
their competitive performance, these knowledge-
enhanced systems are often upheld as more inter-
pretable, as their reliance on structured information
can be reverse-engineered in order to explain pre-
dictions or used to create reasoning paths.","402","0.5142858102796","0.61900204824858","0.8840021064985","0.74461596455594","8","1"
"One of the central components in these systems
is the identification of the most relevant part of a
KG for each natural language query. Given that
most KGs are noisy and contain idiosyncratic phras-
ings, which leads to graph sparsity (Sun et al., 2022;
Jung et al., 2022), it is non-trivial to align entities
from text with nodes in the graph. Despite this,
existing work often uses relatively simple methods
and does not isolate and evaluate the effect of this
component on the overall classification pipeline.
Furthermore, due to the lack of datasets that con-
tain manually selected relevant graphs, it is not
known how well current methods perform relative
to a potential upper bound where the graph pro-
vides a structured explanation as to why the sample
under classification belongs to a class. Given that
this problem applies to a range of typical NLP
tasks, and subsequently can be found under a range
of different names, such as grounding, etc., there
is much to be gained from reviewing current ap-
proaches and assessing their effect in isolation.","1060","0.51382719948394","0.27776744515317","0.8841571454821","0.61260109325446","21","1"
"In this paper, we address these issues by provid-
ing an overview of text-to-KG alignment methods.
We also evaluate a sample of the current main ap-
proaches to text-to-KG alignment on two down-
stream NLP tasks, comparing them to manually
created graphs that we use for estimating a po-
tential upper bound. For evaluation, we use the
tasks of binary stance prediction (Saha et al., 2021),
transformed from a graph generation problem in
order to get gold reference alignments, and a sub-
set of the Choice of Plausible Alternatives (COPA)
(Roemmele et al., 2011) that contain additional ex-","591","0.51342402515808","0.081375992588105","0.88416682167398","0.27136530235541","12","1"
"Figure 1: An example of a multi-relational knowledge graph.","59","0.29554357978484","0.73857757949376","0.70445676593715","0.75041119196095","1","1"
"planation graphs (Brassard et al., 2022). As the
focus of this work is not how to best combine struc-
tured data with PLMs, but rather to report on how
current text-to-KG alignment methods compare to
manually created graphs, we use a rather simple
integration technique to combine the graphs with
a pre-trained language model. Through this work,
we hope to motivate more research into methods
that align unstructured and structured data sources
for a range of tasks within NLP, not only for QA.","494","0.1183871011094","0.55254562282483","0.48876359528689","0.71034782976398","10","1"
"2 Background","12","0.119047299068","0.51628640701279","0.25483155242274","0.53048683699771","1","0"
"Combining text with structured knowledge is a
long-standing challenge in NLP. While earlier work
focused more on the text-to-KG alignment itself,
using rule-based systems and templates, recent
work often approaches the problem as a part of a
system intended for other NLP tasks than the align-
ment itself, such as question answering (Yasunaga
et al., 2021), language modelling (Kaur et al., 2022)
and text summarization (Feng et al., 2021).","441","0.1183871011094","0.3572398227797","0.48876359528689","0.49894847830477","9","1"
"As a consequence, approaches to what is essen-
tially the same problem, namely to align some
relevant subspace of a large KG with a piece of
text, can be found under a range of terms, such
as: retrieval (Feng et al., 2021; Kaur et al., 2022;
Sun et al., 2022; Wang et al., 2020), extraction
(Huang et al., 2021; Feng et al., 2020), KG-to-
text-alignment (Agarwal et al., 2021), linking (Gao
et al., 2022; Becker et al., 2021), grounding (Shu
et al., 2022; Lin et al., 2019), and mapping (Yu
et al., 2022). Although it is natural to use multi-
ple of these terms to describe a specific technique,
we argue that it would be beneficial to refer to the
task itself under a common name and propose the
term text-to-KG alignment. The following sections
formalise the task and discuss current approaches
found in the literature.","821","0.1183871011094","0.081375992588105","0.48876355558044","0.35183424722945","17","1"
"2.1 Task definition","19","0.5142858102796","0.69748066623906","0.67146895003326","0.71043853484422","1","0"
"The task of text-to-KG alignment involves two in-
put elements: a piece of natural text and a KG. The
KG is often a multi-relational graph, G = (V, E),
where V is a set of entity nodes and E is the set
of edges connecting the nodes in V . The task is to
align the text with a subset of the KG that is relevant
to the text. What defines relevance is dependent on
the specific use case. For example, given the ques-
tion Where is the most famous church in France
located? and the KG found in Figure 1, a well-
executed text-to-KG alignment could, for example,
link the spans church and France from the text to
their corresponding entity nodes in the KG and re-
turn a subgraph that contains the minimal amount
of nodes and edges required in order to guide any
downstream system towards the correct behaviour.","806","0.51362561232101","0.43505521433917","0.88401172771202","0.68941991756643","16","1"
"2.2 Current approaches","22","0.5142858102796","0.40826117200584","0.71316087529146","0.42121904061101","1","0"
"Although the possibilities are many, most current
approaches to text-to-KG alignment base them-
selves on some form of lexical overlap. As noted in
Aglionby and Teufel (2022); Becker et al. (2021);
Sun et al. (2022), the idiosyncratic phrasings often
found in KGs make this problematic. One specific
implementation based on lexical overlap is the one
found in Lin et al. (2019), which has been later
reused in a series of other works on QA without
any major modifications (Feng et al., 2020; Ya-
sunaga et al., 2021; Zhang et al., 2022; Yasunaga
et al., 2022; Sun et al., 2022).","578","0.51362561232101","0.21021111356591","0.88398891169138","0.40020161113685","12","1"
"In the approach of Lin et al. (2019), a schema
graph is constructed from each question-answer
pair. The first step involves recognising concepts
mentioned in the text that exists in the KG. Al-
though they note that exact n-gram matches are not
ideal, due to idiosyncratic phrasings and sparsity,
they do little to improve on this naive approach
besides lemmatisation and filtering of stop words,","396","0.5142858102796","0.081375992588105","0.88398891169138","0.20699109669909","8","1"
"Figure 2: An example of the different graph construction approaches for COPA-SSE (Brassard et al., 2022). Here,
the premise and answer options are: P: The bodybuilder lifted weights; A1: The gym closed; A2: Her muscles
became fatigued, from left to right: Purple: Gold annotation, Brown: Approach 3, Green: Approach 2, and Blue:
Approach 1.","340","0.11844421747223","0.7036989136348","0.8832765775237","0.75813310337455","4","1"
"leaving it for future work. The enhanced n-gram
matching produces two sets of entities, one from
the question and one from the answer, Vq and Va.
The graph itself is then constructed by adding the
k-hop paths between the nodes in these two sets,
with k often being 2 or 3. This returns a graph
that contains a lot of noise in terms of irrelevant
nodes found in the k-hop neighbourhoods of Vq
and Va and motivates some form of pruning ap-
plied to Gsub before it is used together with the
PLM, such as node relevance scoring (Yasunaga
et al., 2021), dynamic pruning via LM-to-KG atten-
tion (Kaur et al., 2022), and ranking using sentence
representations of the question and answer pair and
a linearized version of Gsub (Kaur et al., 2022).","739","0.1183871011094","0.43604960339237","0.4889208039632","0.67546916390502","15","1"
"Another approach based on lexical matching is
from Becker et al. (2021), which is specifically de-
veloped for ConceptNet. Candidate phrases are
first extracted from the text using a constituency
parser, limited to noun, verb and adjective phrases.
These are then lemmatized and filtered for articles,
pronouns, conjunctions, interjections and punctu-
ation. The same process is also applied to all the
nodes in ConceptNet. This makes it possible to
match the two modalities better, as both are nor-
malised using the same pre-processing pipeline.
Results on two QA dataset show that the proposed
method is able to align more meaningful concepts
and that the ratio between informative and unin-
formative concepts are superior to simple string
matching. For the language modelling task, Kaur
et al. (2022) uses a much simpler technique where a
Named Entity Recognition model identifies named
entity mentions in text and selects entities with the
maximum overlap in the KG.","972","0.11847949522574","0.1144432579078","0.48892651450252","0.43318335459502","20","1"
"For the tasks of text summarisation and story
ending generation, Feng et al. (2021) and Guan","92","0.119047299068","0.081375992588105","0.48636490458208","0.11042741260735","2","1"
"et al. (2019) use RNN-based architectures that read
a text sequence word by word, and at each time
step the current word is aligned to a triple from
ConceptNet (We assume by lexical overlap). Each
triple, and also its neighbours in the KG, is encoded
using word embeddings and then combined with
the context vector from the RNN using different
attention style mechanisms.","371","0.5142858102796","0.54985405979403","0.88096070345856","0.67546916390502","8","1"
"As an alternative to these types of approaches
based on some form of lexical matching for the
alignment, Aglionby and Teufel (2022) experi-
mented with embedding each entity in the KG us-
ing a PLM, and then for each question answer pair
find the most similar concepts using euclidean dis-
tance. They conclude that this leads to graphs that
are more specific to the question-answer pair, and
that this helps performance in some cases. Wang
et al. (2020) also experimented with using a PLM
to generate the graphs instead of aligning them, re-
lying on KGs such as ConceptNet as a fine-tuning
dataset for the PLM instead of as a direct source
during alignment. In a QA setting, the model is
trained to connect entities from question-answer
pairs with a multi-hop path. The generated paths
can then be later used for knowledge-enhanced sys-
tems. This has the benefit of being able to use
all the knowledge acquired during the PLMs pre-
training, which might result in concepts that are
not present in KGs.","1004","0.5142858102796","0.21147018541615","0.8840021064985","0.54630383351744","21","1"
"3 KG and Datasets","17","0.5142858102796","0.1816346116476","0.69057839657571","0.19583504163252","1","0"
"This section explains the data used in our own ex-
periments.","61","0.51371800643735","0.13984087517372","0.8840027422772","0.16889348299659","2","1"
"ConceptNet As our knowledge graph, we use
ConceptNet (Speer et al., 2017) — a general-
domain KG that contains 799, 273 nodes and","129","0.51368104879081","0.081375992588105","0.88399038837783","0.1266128569053","3","1"
"Figure 4: An example of a manually created graph from
COPA-SSE (Brassard et al., 2022) for the premise and
options: P: The man felt ashamed of a scar on his face;
A1: He hid the scar with makeup; A2: He explained the
scar to strangers.","235","0.51326443532076","0.77852120609581","0.88234104176483","0.84688460297664","5","1"
"nation graphs per sample. Five annotators have
also rated the quality of each graph with respect
to how well it captures the relationship between
the premise and the correct answer choice. As we
only need one graph per sample, we select the one
with the highest average rating. As the official
COPA-SSE set does not contain any training data,
we keep the official development split as our train-
ing data and split the official test data by half for
our in-house development and testing set.","491","0.51362561232101","0.59101145565335","0.88398735452126","0.7488136625925","10","1"
"4 Alignment approaches","22","0.5142858102796","0.56052377769067","0.73763393652692","0.57472420767559","1","0"
"As mentioned, the general procedure for grounding
text to a graph is three-fold: we first have to identify
entities mentioned in the text, then link them to enti-
ties in the graph, and lastly construct a graph object
that is returned to the inference model as additional
context to be used together with the original text.
For QA the text aligned with the graph is typically
a combination of the question and answer choices.
As our two downstream tasks are not QA, and also
different from each other, we have to rely on differ-
ent pre-processing techniques than previous work.
The following section presents the implementation
of three different text-to-KG alignment approaches
that we compare against manually created graphs.
An illustration of the different approaches applied
to the same text sample can be seen in Figure 2.","829","0.51362561232101","0.29294995118127","0.88416792124124","0.54731465440853","16","1"
"4.1 Approach 1: Basic String Matching","37","0.5142858102796","0.26436113755954","0.83378340366485","0.2773190061647","1","0"
"Our first approach establishes a simple baseline
based on naive string matching. For ExplaGraphs,
we first word-tokenize the belief and argument
on whitespace, and then for each word we check
whether or not it is a concept in ConceptNet by
exact lexical overlap. This gives us two sets of
entities: Cq and Ca. The graph is constructed by
finding paths in ConceptNet between the concepts
in Cq and Ca. For COPA-SSE, we do the same but
create Cq from a concatenation of the premise and
the first answer choice, and Ca from a concatena-","533","0.51362561232101","0.080395064200786","0.88400123888079","0.25527175094133","11","1"
"Figure 3: An example graph from ExplaGraphs (Saha
et al., 2021) generated by a PLM for the belief argument
pair: Organ transplant is important; A patient with
failed kidneys might not die if he gets organ donation.","214","0.119047299068","0.68726921379278","0.48571870822946","0.74170459133616","4","1"
"2, 487, 810 edges. The graph is structured as a col-
lection of triples, each containing a head and tail
entity connected via a relation from a pre-defined
set of types.","169","0.11858868827233","0.59779619000107","0.48875540023787","0.65932097376142","4","1"
"ExplaGraphs ExplaGraphs (Saha et al., 2021) is
originally a graph generation task for binary stance
prediction. Given a belief and argument pair (b,a),
models should both classify whether the argument
counters or supports the belief and construct a struc-
tured explanation as to why this is the correct label.
An example of this can be seen in Figure 3.","354","0.1183871011094","0.4763860295288","0.48892523167405","0.58599709950231","7","1"
"The original dataset provides a train (n = 2367)
and validation (n = 397) split, as well as a test set
that is kept private for evaluation on a leaderboard.
The node labels have been written by humans using
free-form text, but the edge labels are limited to the
set of relation types used in ConceptNet. We con-
catenate the train and validation split and partition
the data into a new train, validation and test split
with an 80–10–10 ratio.","442","0.1183871011094","0.33153931558755","0.48891835937867","0.47353304422193","9","1"
"COPA-SSE Introduced in Brassard et al. (2022),
COPA-SSE adds semi-structured explanations cre-
ated by human annotators to 1500 samples from
Balanced COPA (Kavumba et al., 2019) — which
is an extension to the original COPA dataset from
Roemmele et al. (2011). In this task, given a sce-
nario as a premise, models have to select the al-
ternative that more plausibly stands in a causal
relation with the premise. An example with a man-
ually constructed explanation graph can be seen
in Figure 4. As with ExplaGraphs, COPA-SSE
uses free-form text for the head and tail entities of
the triples and limits the relation types to the ones
found in ConceptNet.","655","0.119047299068","0.09747191960945","0.48875795084163","0.31974022508879","14","1"
"The dataset provides on average over six expla-","47","0.13737325207131","0.081375992588105","0.48875124042713","0.094333861193268","1","1"
"tion of the premise and the second answer choice.
We use Dijkstra’s algorithm to find the paths (Dijk-
stra, 1959).2 The reason to use this rather simple
approach, also pointed out by Lin et al. (2019) and
Aglionby and Teufel (2022), is that finding a min-
imal spanning graph that covers all the concepts
from Cq and Ca, which seems like a more obvious
choice, would be to solve the NP-complete ""Steiner
tree problem"" (Garey and Johnson, 1977), and this
would be too resource demanding given the size of
ConceptNet.","516","0.11818551394647","0.73907117841998","0.48892843874522","0.91296693677321","11","1"
"As many of the retrieved paths are irrelevant to
the original text, it is common to implement some
sort of pruning. We follow Kaur et al. (2022) and
linearize the subject-relation-object triples
to normal text and then embed them into the same
vector space as the original context using the Sen-
tenceTransformer (Reimers and Gurevych, 2019).
We then calculate the cosine similarity between the
linearized graphs and the original text context and
select the one with the highest score.","485","0.11818551394647","0.57813328867192","0.4889236189754","0.73593549561107","10","1"
"4.2 Approach 2: Enhanced String Matching","40","0.119047299068","0.55178348489708","0.47521546055947","0.56474135350224","1","0"
"Our second approach is based on the widely used
method from Lin et al. (2019), found in the works
of Feng et al. (2020); Yasunaga et al. (2021); Zhang
et al. (2022); Yasunaga et al. (2022); Sun et al.
(2022), but modified to our use case. We construct
the set of entities Cq and Ca using n-gram match-
ing enhanced with lemmatisation and filtering of
stop words.3 As in Approach 1, for ExplaGraphs,
Cq is constructed from the belief, and Ca from
the argument; for COPA-SSE, Cq is based on a
concatenation of the premise and the first answer
choice, while Ca is based on a concatenation of the
premise and the second answer choice.","630","0.11844253757921","0.33780854315885","0.48891863427049","0.54389140434023","13","1"
"The graph is constructed by finding paths in Con-
ceptNet from concepts in between Cq and Ca using
the same method as in Approach 1. However, we
limit the length of the paths to a variable k. In the
aforementioned works, k is set as to retrieve ei-
ther two or three-hop paths, essentially finding the
2-hop or 3-hop neighbourhoods of the identified
concepts. For our experiments, we set k = 3.","394","0.119047299068","0.20905775623894","0.48875900175381","0.33467286034993","8","1"
"As with Approach 1, many of the retrieved paths
are irrelevant to the original text which warrants
some sort of pruning strategy. In the aforemen-
tioned works, this is done by node relevance scor-
ing. We follow Approach 1 and use sentence repre-","247","0.119047299068","0.12858881136491","0.48876332039508","0.20592207343002","5","1"
"2Using the implementation from https://networkx.org
3We use the implementation from Yasunaga et al. (2021)","106","0.14030298550588","0.093708510137904","0.48671911847815","0.11898756179548","2","0"
"sentations via linearization and cosine similarity in
order to prune irrelevant paths from the graph.","101","0.5142858102796","0.88391551675397","0.88095450922967","0.91296693677321","2","1"
"4.3 Approach 3: Path Generator","30","0.5142858102796","0.85713929147513","0.78113245805307","0.8700971600803","1","0"
"Our third approach is based on a method where a
generative LM is fine-tuned on the task of generat-
ing paths between concepts found in two sets. We
use the implementation and already trained path
generator (PG) from Wang et al. (2020) for this
purpose. This model is a GPT-2 model (Radford
et al., 2019) fine-tuned on generating paths between
two nodes in ConceptNet. 4 One advantage of this
method is that since GPT-2 already has unstruc-
tured knowledge encoded in its parameters from
its original pre-training, it is able to generate paths
between entities that might not exist in the original
graph.","604","0.5142858102796","0.64300518405017","0.88400108023572","0.84908923303519","13","1"
"For both ExplaGraphs and COPA-SSE, we take
the first and last entity identified by the entity linker
from Approach 2 as the start and end points of the
PG. As the model only returns one generated path,
we do not perform any pruning. For the follow-
ing example from COPA-SSE, P: The man felt
ashamed of a scar on his face; A1: He hid the
scar with makeup; A2: He explained the scar to
strangers., the PG constructs the following path:
masking tape used for hide scar, masking tape is a
makeup.","493","0.51362561232101","0.46589416004466","0.88400164889564","0.63978991839789","11","1"
"4.3.1 Start and end entities
We also experiment with the same setup, but with
the first and last entity from the gold annotations
as the start and end points for the PG. We do this
to assess the importance of having nodes that are
at least somewhat relevant to the original context
as input to the PG. In our experiments, we refer to
this sub-method as Approach 3-G.","366","0.51342402515808","0.32504559312974","0.88096070345856","0.45382543812137","8","1"
"4.4","3","0.5142858102796","0.29826936785091","0.53719346152037","0.31122723645607","1","0"
"Integration technique","21","0.55551958251299","0.29826936785091","0.72503620169468","0.31122723645607","1","0"
"As the focus of this work is not how to best com-
bine structured data with PLMs, but rather to report
on how current text-to-KG alignment methods com-
pare to manually created graphs, we use a rather
simple integration technique to combine the graphs
with a pre-trained language model and use it uni-
formly for the different alignment approaches. We
conjecture that the ranking of the different linking
approaches with this technique would be similar
to a more complex method for reasoning over the
graph structures, for example using GNNs. By not","549","0.51362561232101","0.11632355105774","0.8840021064985","0.29021930941097","11","1"
"4See Wang et al. (2020) for details on the fine-tuning pro-","59","0.53553981682446","0.093708510137904","0.88345896454619","0.10609989238499","1","0"
"to construct Cq and Ca","22","0.119047299068","0.081614398080509","0.25860320631102","0.092759052132701","1","0"
"cedure.","7","0.5142858102796","0.081874422549264","0.55819326833267","0.09252474503795","1","0"
"relying on another deep learning model for the in-
tegration, we can better control the effect of the
graph quality itself.","123","0.119047299068","0.86782077753626","0.48875369918156","0.91296693677321","3","1"
"For each text and graph pair, we linearize the
graph to text as in Kaur et al. (2022). For example,
the graph in Figure 4 is transformed to the string
masking tape used for hide scar, masking tape is
a makeup. As linearization does not provide any
natural way to capture the information provided by
having directed edges, we transform all the graphs
to undirected graphs before integrating them with
the PLM 5. For a different integration technique,
such as GNNs, it would probably be reasonable to
maintain information about the direction of edges.
For ExplaGraphs, which consists of belief and
argument pairs, we feed the model with the follow-
ing sequence: BELIEF [SEP] ARGUMENT [SEP]
GRAPH [SEP], where [SEP] is a model-dependent
separation token and the model classifies the se-
quence as either support or counter.","821","0.119047299068","0.59332767273634","0.4887604615202","0.86423610495433","17","1"
"For COPA-SSE, which has two options for each
premise, we use the following format: PREMISE +
GRAPH [SEP] A1 [SEP] and PREMISE + GRAPH
[SEP] A2 [SEP], where + just adds the linearized
graph to the premise as a string and the model has
to select the most likely sequence of the two.","280","0.119047299068","0.49631618667522","0.48805653735343","0.58974300015441","6","1"
"5 Graph quality","15","0.119047299068","0.46636064473981","0.27138032106115","0.48056107472473","1","0"
"The following section provides an analysis of the
quality of the different approaches when used to
align graphs for both ExplaGraphs and COPA-SSE.
Table 1 and Table 2 show the average number
of triples per sample identified or created by the
different approaches for the two datasets, as well
as how many triples we count as containing some
form of error (’Broken triples’ in the table). The
criterion for marking a triple as broken includes
missing head or tail entities inside the triple, having
more than one edge between the head and tail, and
returning nothing from ConceptNet. It is, of course,
natural that not all samples contain an entity that
can be found in ConceptNet, and consequently,
we decided to not discard the broken triples but
rather to include them to showcase the expected
performance in a realistic setting.","831","0.1183871011094","0.18262556200929","0.48892523167405","0.45353399422727","17","1"
"As can be seen from the tables, the approach
based on the Path Generator (PG) from Wang et al.
(2020) (Approach 3) returns fewer triples than the
other approaches for both ExplaGraphs and COPA-","193","0.11844253757921","0.11780117877632","0.48892090670949","0.17904088942736","4","1"
"5In practice, this is done by simply removing the under-","56","0.14030298550588","0.093708510137904","0.48822141022316","0.10609989238499","1","1"
"score prepended to all reversed directions.","43","0.119047299068","0.081874422549264","0.37276161242852","0.09252474503795","1","1"
"SSE. When using the entities from Approach 2 as
the start and end points, denoted by the abbrevia-
tion Approach 3, the number of triples containing
some form of alignment error is over twenty per-
cent. When using the gold annotation as the start
and end point of the PG, abbreviated Approach
3-G, this goes down a bit but is still considerably
higher than the approaches based on lexical overlap.
Approach 2 is able to identify some well-formatted
triple in all of the cases for both tasks, while Ap-
proach 1 fails to retrieve anything for five percent
of the samples in COPA-SSE and two percent for
ExplaGraphs.","615","0.51362561232101","0.70688288778819","0.88416374288565","0.91296693677321","13","1"
"In order to get some notion of semantic similarity
between the different approaches and the original
context they are meant to be a structural representa-
tion of, we calculate the cosine similarity between
the context and a linearized (see Section 4.4 for
details on this procedure) version of the graphs.
The scores can be found in Table 3. Unsurprisingly,
the similarity increases with the complexity of the
approach. The basic string matching technique of
Approach 1 creates the least similar graphs, fol-
lowed by the tad more sophisticated Approach 2,
while the generative approaches are able to cre-
ate a bit more similar graphs despite having a low
number of average triples per graph. All of the
approaches are still far from the manually created
graphs — which are also linearized using the same
procedure as the others.","831","0.51362561232101","0.43211064913469","0.8841571454821","0.70257009157966","17","1"
"Approach","8","0.51583971132718","0.40037656035824","0.57962979189485","0.41102688284693","1","0"
"Avg. number of triples Broken triples","37","0.62249793104375","0.40037656035824","0.87940551408086","0.41102688284693","1","0"
"Approach 1
Approach 2
Approach 3
Approach 3-G
Gold","50","0.51583971132718","0.3324712938745","0.60241949482257","0.39261264250674","5","0"
"2.90
2.90
1.39
1.64
2.12","24","0.6811243859991","0.33270560096925","0.70864719209241","0.39284694960149","5","0"
"0.05
0.00
0.20
0.12
0.00","24","0.81961331335381","0.33270560096925","0.84713589313193","0.39284694960149","5","0"
"Table 1: Statistics for the different approaches on the
training set of COPA-SSE. The number of broken triples
is reported as percentages.","138","0.51376672333506","0.27522250935395","0.88095506603324","0.31545650666952","3","1"
"Approach","8","0.51583971132718","0.2264120281747","0.57962979189485","0.23706235066339","1","0"
"Avg. number of triples Broken triples","37","0.62249793104375","0.2264120281747","0.87940551408086","0.23706235066339","1","0"
"Approach 1
Approach 2
Approach 3
Approach 3-G
Gold","50","0.51583971132718","0.15850557388732","0.60241949482257","0.2186481103232","5","0"
"2.99
3.03
1.34
1.58
4.23","24","0.6811243859991","0.15873988098208","0.70864719209241","0.21888241741795","5","0"
"0.02
0.00
0.21
0.15
0.00","24","0.81961331335381","0.15873988098208","0.84713589313193","0.21888241741795","5","0"
"Table 2: Statistics for the different approaches on the
training set of ExplaGraphs. The number of broken
triples is reported as percentages.","141","0.51376672333506","0.10125678936678","0.88095004520256","0.14149197448598","3","1"
"Approach","8","0.15921522117472","0.90065213080094","0.22300530174239","0.91130245328962","1","0"
"ExplaGraphs COPA-SSE","20","0.26587344089128","0.90065213080094","0.44554004797774","0.91130245328962","1","0"
"Approach","8","0.5544520524933","0.90065213080094","0.61824213306097","0.91130245328962","1","0"
"ExplaGraphs COPA-SSE","20","0.66111027220987","0.90065213080094","0.84079194188914","0.91130245328962","1","0"
"Approach 1
Approach 2
Approach 3
Approach 3-G
Gold","50","0.15921522117472","0.83274686431719","0.2457950046701","0.89288821294944","5","0"
"0.39
0.45
0.48
0.55
0.75","24","0.2952244001102","0.83298117141194","0.32274720620351","0.89312252004419","5","0"
"0.32
0.42
0.45
0.46
0.57","24","0.3951079020824","0.83298117141194","0.42262356607691","0.89312252004419","5","0"
"Table 3: The different graphs and their average cosine
similarity with the original text.","89","0.11852821212345","0.78969827222084","0.48571722426841","0.81573207711221","2","1"
"Figure 5: The graph aligned with ConceptNet for both
the approaches based on lexical overlap. The original
COPA-SSE context is Premise: The women met for
coffee Alt 1: The cafe reopened in a new location; Alt 2:
They wanted to catch up with each other","251","0.11810991876037","0.59968905462709","0.48849460265154","0.66805245150792","5","1"
"6 Experiments","13","0.119047299068","0.54769549846179","0.25850682506938","0.56189592844671","1","0"
"We now present experiments where we compare
the discussed approaches to text-to-KG alignment
for ExplaGraphs and COPA-SSE. As our PLM, we
use BERT (Devlin et al., 2019) for all experiments.
We use the base version and conduct a hyperparam-
eter grid search for both tasks. We do the same
search both with and without any appended graphs
as the former naturally makes it easier to overfit
the data, especially since both ExplaGraphs and
COPA-SSE are relatively small in size. The grid
search settings can be found in Appendix A.2 and
the final hyperparameters in Appendix A.3. We run
all experiments over ten epochs with early stopping
on validation loss with a patience value of five.","684","0.11818551394647","0.30096049887753","0.48892892073727","0.52313809927663","14","1"
"As few-sample fine-tuning with BERT is known
to show instability (Zhang et al., 2021), we run
all experiments with ten random seeds and report
the mean accuracy scores together with standard
deviations. We use the same random seeds for both
tasks; they can be found in Appendix A.4.","282","0.119047299068","0.19921561534167","0.48572219224696","0.29264242882087","6","1"
"We find that the experiments are highly suscep-
tible to seed variation. Although we are able to
match the performance of some previous work for
the same PLM on some runs, this does not hold
across seeds. Consequently, we also perform out-
lier detection and removal. Details on this proce-
dure can be found in Appendix A.5.","325","0.119047299068","0.081375992588105","0.48875124042713","0.19089635748138","7","1"
"No graph
Approach 1
Approach 2
Approach 3
Approach 3-G
Gold","59","0.5544520524933","0.81601427454893","0.64103351588171","0.89207219185404","6","0"
"69.67±3.36
66.46±8.48
70.03±2.71
73.55±1.66
70.57±3.27
80.28±2.31","65","0.67022859984276","0.81624858164368","0.73738202568221","0.89396945634228","6","0"
"67.05±2.07
51.20±2.08
53.33±1.80
56.20±8.39
85.86±0.75
96.60±0.28","65","0.77010495971617","0.81624858164368","0.83725838555561","0.89396945634228","6","0"
"Table 4: Results of the different approaches on Expla-
Graphs and COPA-SSE. Results are reported as average
accuracy over ten runs together with standard deviations
after outlier removal, if any.","195","0.51376672333506","0.7445652976042","0.88372562734597","0.79899948734395","4","1"
"7 Results","9","0.5142858102796","0.70498920666595","0.60689063090062","0.71918963665087","1","0"
"Table 4 shows the results on ExplaGraphs and
COPA-SSE. For both datasets, we observe the fol-
lowing: Methods primarily based on lexical over-
lap provide no definitive improvement. The perfor-
mance of Approach 1 (String matching) and Ap-
proach 2 (String matching with added lemmatisa-
tion and stop word filtering) is within the standard
deviation of the experiments without any appended
graph data, and might even impede the performance
by making it harder to fit the data by introducing
noise from the KG that is not relevant for the clas-
sification at hand.","564","0.51371800643735","0.50372570573353","0.884003242718","0.69371501550084","12","1"
"For Approach 3, based on a generative model,
we see that it too provides little benefit for Expla-
Graphs, but that when it has access to the gold
annotation entities as the start and end point of the
paths, it performs significantly better than having
access to no graphs at all for COPA-SSE.","293","0.51362561232101","0.40716202164178","0.88400164889564","0.50058883512098","6","1"
"For both tasks, having access to manually cre-","46","0.53261176328291","0.3910684702277","0.88399607415048","0.40402633883286","1","1"
"ated graphs improves performance significantly.","47","0.5142858102796","0.37497491881362","0.86627561618476","0.38793278741878","1","1"
"8 Discussion","12","0.5142858102796","0.34701607478412","0.6348066362494","0.36121650476903","1","0"
"The most striking result is perhaps the performance
of Approach 3-G on COPA-SSE. We hypothesise
that this can be explained by the fact that anno-
tators probably used exact spans from both the
premise and the correct alternative from the text
in their graphs, and consequently, they provide a
strong signal as to why there is a relation between
the premise and the correct answer choice and not
the wrong one. This is easily picked up by the
model. For ExplaGraphs, which is a text classifi-
cation problem, this is not the case: the appended
graph might provide some inductive bias, but it
does not provide a direct link to the correct choice,
as the task is to assign a label to the whole sequence,
not to choose the most probable sequence out of
two options. This conclusion is further supported","798","0.51371800643735","0.081375992588105","0.88398891169138","0.33574069581537","16","1"
"Figure 6: The train loss curves for the different approaches on COPA-SSE.","73","0.24960354524624","0.69306569551842","0.75039793272364","0.7048993079856","1","1"
"by the observation that appending the manually
constructed graphs in their entirety has a much
larger effect on COPA-SSE than ExplaGraphs.","138","0.119047299068","0.61968978655169","0.48635774212298","0.66483594578864","3","1"
"Furthermore, for COPA-SSE, as pointed out in
Table 1, the average triple length for the generative
approaches is rather low, so the majority of the
aligned graphs from Approach 3-G are actually
from the manually written text, not generated by
the model itself.","260","0.11847949522574","0.519517555025","0.48635774212298","0.6129443685042","6","1"
